# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 8.58500557327855,9.508029101415268,1.122130391545343,-1.9971232047760827,-159.57806246881222,185.96000000000012,-0.008771205208152904,-114.00941789282187,-0.518279624194055,-3.1345396654268236
 8.596755593648766,9.520938421571714,1.0986636405473438,-1.9971668353431071,-159.5846099862186,186.64000000000013,-0.009626450938242704,-103.88044424839178,-0.5572345579040786,-3.315307759701423
 8.608538456348285,9.533606539671101,1.0751307574775306,-1.9972127037323104,-159.59166366828524,187.3200000000001,-0.01056444610924274,-94.65711592064528,-0.5986390783397673,-3.513961037446237
 8.620353679713054,9.546030633059202,1.0515326714132953,-1.9972611042294117,-159.59925780289765,188.0000000000001,-0.011595675595704465,-86.2390459052203,-0.6427415189685834,-3.7326793804273604
 8.632200743550536,9.558207879117608,1.027870384211138,-1.997312374336439,-159.60743016209776,188.68000000000012,-0.01273225171305936,-78.54070297513115,-0.6898214876020118,-3.9739777956183815
 8.644079084219802,9.570135455267868,1.0041449797041897,-1.99736690229256,-159.61622244786238,189.36000000000013,-0.013988213873296403,-71.48875539492622,-0.7401947805218587,-4.240768498093419
 8.65598808895418,9.581810538976137,0.9803576343006092,-1.997425136200847,-159.6256808083503,190.0400000000001,-0.015379898115412273,-65.0199365753857,-0.7942192230892371,-4.536436400216312
 8.667927089287586,9.593230307758454,0.9565096292327615,-1.9974875954328757,-159.63585643798956,190.7200000000001,-0.016926386239302624,-59.07935609303457,-0.8523016462947147,-4.864931868957155
 8.679895353415914,9.604391939186737,0.9326023647710947,-1.997554883926801,-159.6468062776497,191.40000000000012,-0.018650064511301065,-53.619117477799975,-0.9149062506228041,-5.2308842499482315
 8.691892077287916,9.615292610895636,0.9086373767707815,-1.9976277070311108,-159.65859383502556,192.08000000000013,-0.02057730587260227,-48.597226779403314,-0.9825646986319192,-5.639743710948897
 8.703916374173712,9.625929500590368,0.8846163560130395,-1.9977068917948175,-159.67129014989072,192.76000000000013,-0.022739331835295917,-43.9766659479327,-1.055888338900669,-6.097956576185675
 8.715967262400861,9.636299786055746,0.8605411709001388,-1.997793412328099,-159.68497493511447,193.4400000000001,-0.025173276944679645,-39.72466525504735,-1.1355831176736562,-6.613187117066223
 8.728043650874193,9.646400645166592,0.8364138941995267,-1.9978884211858121,-159.69973793173733,194.12000000000012,-0.02792354993727438,-35.812065523414255,-1.222467847524581,-7.19459547386945
